id,name,proper,bf,ra,dec,mag,ci,dist,x,y,z,spect,con
21200,,,,4.55945300,-62.82367700,5.790,1.028,45.146700,7.593584,19.170854,-40.162986,K1III,Ret
21220,86Rho Tau,,86Rho Tau,4.56414300,14.84442400,4.650,0.255,48.520100,17.218125,43.626235,12.430714,A8V,Tau
21225,46    Eri,,46    Eri,4.56520200,-6.73890800,5.710,-0.128,253.807100,92.467861,234.479677,-29.783031,B9p Si,Eri
21228,Alp Dor,,Alp Dor,4.56659800,-55.04497500,3.300,-0.079,51.706300,10.857822,27.562880,-42.378779,A0V:,Dor
21242,,,,4.56896300,5.56861600,5.670,0.055,148.588400,54.118071,137.629312,14.418676,A2Vs,Tau
21243,47    Eri,,47    Eri,4.56989700,-8.23135200,5.200,1.708,304.878000,110.349552,280.834871,-43.649527,M3III,Eri
21244,,,,4.56993600,-8.97025800,5.240,1.465,233.100200,84.203143,214.299876,-36.345349,K4III,Eri
21270,,,,4.57722000,28.96115000,5.880,-0.048,148.809500,47.383847,121.272405,72.056068,B9p...,Tau
21340,Theemin,Theemin,52Ups2Eri,4.59251200,-30.56234100,3.810,0.957,65.573800,20.338212,52.673930,-33.342657,G8III,Eri
21349,88    Tau,,88    Tau,4.59423900,10.16079000,4.250,0.184,47.892700,16.960482,43.985163,8.448853,A5m,Tau
21368,Aldebaran,Aldebaran,87Alp Tau,4.59867700,16.50930100,0.870,1.538,20.433200,7.027220,18.287604,5.806661,K5III,Tau
21391,48Nu  Eri,,48Nu  Eri,4.60531700,-3.35245900,3.930,-0.210,207.039300,73.800655,193.060106,-12.107266,B2III SB,Eri
21399,,,,4.60672700,64.26160200,5.910,-0.009,135.135100,20.934059,54.823243,121.727704,A1V,Cam
21423,58    Per,,58    Per,4.61150800,41.26480800,4.250,1.171,244.498800,65.344458,171.773203,161.256794,G8II comp,Per
21426,,,,4.61267700,-62.07715400,5.590,1.500,54.615000,9.086167,23.906893,-48.256872,M8e,Dor
21462,,,,4.62046500,0.99831400,5.320,-0.107,261.096600,92.247429,244.215611,4.549087,B7V,Tau
21494,51    Eri,,51    Eri,4.62670300,-2.47354800,5.220,0.283,29.429100,10.344537,27.521998,-1.270113,F0V,Eri
21535,89    Tau,,89    Tau,4.63595600,16.03329100,5.780,0.312,49.825600,16.739841,44.866660,13.761717,F0V,Tau
21536,90    Tau,,90    Tau,4.63596100,12.51083800,4.270,0.122,47.081000,16.067112,43.063758,10.198975,A6V,Tau
21541,Sceptrum,Sceptrum,53    Eri,4.63634000,-14.30402000,3.860,1.082,33.681400,11.405856,30.579706,-8.321655,K1III,Eri
21551,,,,4.63773100,20.68472200,5.850,-0.019,101.112200,33.025606,88.641940,35.715391,B8V,Tau
21591,,,,4.64821000,-12.12312100,4.990,0.074,71.326700,24.167507,65.414460,-14.979556,A0V,Eri
21617,,,,4.65171000,7.87097600,5.380,0.257,49.164200,16.835905,45.698719,6.732727,A5m,Tau
21620,91Sig1Tau,,91Sig1Tau,4.65256000,15.79984600,5.080,0.141,45.085700,14.988128,40.711111,12.275875,A4m,Tau
21630,92Sig2Tau,,92Sig2Tau,4.65458300,15.91797700,4.670,0.147,47.687200,15.820925,43.043494,13.078825,A5Vn,Tau
21632,,,,4.65547500,-14.35919200,5.460,1.054,60.132300,20.084429,54.682483,-14.912933,K0III,Eri
21674,3    Cam,,3    Cam,4.66519000,53.07953500,5.070,1.079,129.533700,26.641362,73.108522,103.558033,K0III SB,Cam
21677,2    Cam,,2    Cam,4.66612600,53.47302100,5.360,0.331,44.464200,9.055143,24.867932,35.730538,A8V,Cam
21682,93    Tau,,93    Tau,4.66761600,12.19760900,5.450,-0.121,127.713900,42.665536,117.313305,26.983949,B8IV,Tau
21690,,,,4.66855700,-24.48236800,5.560,0.926,107.411400,33.388321,91.875022,-44.512635,G6/G8III,Eri
21710,54    Eri,,54    Eri,4.67403100,-19.67149300,4.320,1.599,112.994400,36.197962,100.052855,-38.036843,M3/M4III,Eri
21717,Alp Cae,,Alp Cae,4.67603900,-41.86375200,4.440,0.342,20.165400,5.101798,14.124725,-13.457617,F2V,Cae
21766,,,,4.68882200,28.61499400,5.730,0.018,116.959100,34.556239,96.683725,56.014347,A2V,Tau
21770,,,,4.69003200,48.30088100,5.660,0.002,90.909100,20.335471,56.953000,67.877289,A0V,Per
21794,,,,4.69728300,38.28018200,5.970,0.593,31.867400,8.367200,23.575143,19.742356,G0V,Per
21808,Bet Cae,,Bet Cae,4.70096500,-37.14429700,5.040,0.391,28.669700,7.623137,21.544405,-17.311611,F3V,Cae
21828,94Tau Tau,,94Tau Tau,4.70408400,22.95692600,4.270,-0.112,122.100100,37.416474,106.020957,47.623853,B3V,Tau
21861,Lam Pic,,Lam Pic,4.71289900,-50.48133400,5.300,0.977,114.810600,24.154429,68.948883,-88.566919,K0/K1III,Pic
21875,59    Per,,59    Per,4.71508900,43.36513800,5.300,0.028,73.964500,17.748971,50.757956,50.787432,A1Vn,Per
21896,Mu  Men,,Mu  Men,4.71776400,-70.93102700,5.530,-0.114,150.602400,16.208289,46.456426,-142.338231,B9IV,Men
21905,,,,4.71924900,-30.76555700,5.660,1.391,196.850400,55.658293,159.727601,-100.694160,K3III,Cae
21919,,,,4.72266500,49.97378900,5.860,0.013,209.643600,44.252171,127.360963,160.534672,B9III,Per
21933,55    Eri,,55    Eri,4.72631800,-8.79431700,5.980,0.645,653.594800,211.409419,610.333791,-99.926736,F4IIIp (Sr),Eri
21971,56    Eri,,56    Eri,4.73481100,-8.50357100,5.780,-0.076,100000.000000,32162.722283,93524.867631,-14787.104406,B2Ve,Eri
21975,,,,4.73555000,-18.66658600,5.530,0.025,93.808600,28.885774,84.048834,-30.024445,A1V,Eri
21987,Kap Dor,,Kap Dor,4.73920500,-59.73273300,5.280,0.206,67.024100,10.949339,31.958810,-57.887619,A8/A9III/IV,Dor
21991,,,,4.74050800,11.14613700,5.390,0.251,45.829500,14.559414,42.543027,8.859464,F0V,Ori
22033,,,,4.75115600,-21.28338300,5.720,1.476,218.340600,65.338301,192.671957,-79.253561,K4III,Eri
22056,57Mu  Eri,,57Mu  Eri,4.75837500,-3.25465700,4.010,-0.148,160.000000,51.015593,151.376745,-9.083835,B5IV,Eri
22104,,,,4.76715000,11.70559100,5.350,0.197,72.150100,22.409078,67.001861,14.638092,Am...,Ori
22123,,,,4.77134100,18.73469300,5.990,1.221,80.192500,24.009196,72.048834,25.756855,K4III,Tau
22167,,,,4.77902100,40.31259000,5.990,0.934,132.802100,31.821163,96.135721,85.917491,G9III,Per
22210,58    Eri,,58    Eri,4.79341300,-16.93445600,5.490,0.632,13.276700,3.945704,12.072764,-3.867261,G3V,Eri
22234,4    Cam,,4    Cam,4.80006900,56.75718300,5.290,0.246,52.770400,8.938764,27.512543,44.134925,A3m,Cam
22272,59    Eri,,59    Eri,4.80903700,-16.32948400,5.760,0.537,41.718800,12.281746,38.105848,-11.729771,F8V,Eri
22283,,,,4.81010700,-5.67404500,5.770,0.631,26.420100,8.058285,25.025977,-2.612198,F8V,Eri
22308,,,,4.81396800,75.94121900,5.960,0.283,47.058800,3.492656,10.884750,45.649197,A9IV,Cam
22340,,,,4.82023500,31.43737500,5.570,1.132,65.832800,17.074069,53.511502,34.336277,K2III,Aur
22354,,,,4.82196500,32.58819100,5.840,0.250,83.752100,21.419982,67.237129,45.108742,A8m,Aur
22396,Tabit,Tabit,1Pi 3Ori,4.83066900,6.96127600,3.190,0.484,8.068400,2.413721,7.636770,0.977904,F6V,Ori
22400,,,,4.83184600,37.48827500,4.890,1.447,154.321000,36.867000,116.768408,93.919491,K4II,Per
22426,60    Eri,,60    Eri,4.83656000,-16.21715900,5.030,0.992,72.306600,20.822012,66.234033,-20.193785,K0III,Eri
22456,2Pi 2Ori,,2Pi 2Ori,4.84353400,8.90017600,4.350,0.010,68.823100,20.273136,64.902011,10.647890,A1Vn,Ori
22478,Iot Pic,,Iot Pic,4.84870600,-53.46150800,5.580,0.341,41.562800,7.345990,23.629489,-33.394041,F0IV...,Pic
22492,,,,4.85259400,48.74068500,5.640,1.013,97.181700,18.963361,61.218572,73.054847,G9III,Aur
22496,3Pi 4Ori,,3Pi 4Ori,4.85343400,5.60510400,3.680,-0.157,322.580600,94.925539,306.683598,31.506969,B2III SB,Ori
22512,97    Tau,,97    Tau,4.85623900,18.83986100,5.080,0.214,51.255800,14.309558,46.351525,16.551846,A7IV-V,Tau
22520,,,,4.85783700,-34.90628600,5.820,0.105,82.169300,19.850749,64.396144,-47.020338,A2/A3V,Cae
22573,,,,4.86810900,63.50542100,5.470,1.559,152.905200,19.918754,65.239862,136.846284,M2III,Cam
22614,4Omi1Ori,,4Omi1Ori,4.87554500,14.25064200,4.710,1.773,199.600800,56.131664,185.136392,49.134544,M3Sv,Ori
22626,2    Aur,,2    Aur,4.87721800,36.70318700,4.790,1.414,184.501800,42.857564,141.578185,110.271052,K3III,Aur
22644,,,,4.87975400,27.89748500,5.970,0.368,106.383000,27.180586,90.005554,49.775810,F2IV,Tau
22646,,,,4.87993300,42.58662600,5.680,0.115,138.888900,29.557444,97.892718,93.986686,A3III,Aur
22648,61Ome Eri,,61Ome Eri,4.88157500,-5.45269500,4.360,0.257,72.046100,20.701060,68.667532,-6.846096,A9IV,Eri
22677,5    Ori,,5    Ori,4.88965900,2.50822500,5.330,1.632,181.159400,51.872397,173.393110,7.928048,M1III,Ori
22730,9Alp Cam,,9Alp Cam,4.90083600,66.34267800,4.260,-0.008,100000.000000,11388.133562,38476.633833,91596.173902,O9.5Ia SB:,Cam
22744,8Pi 5Ori,,8Pi 5Ori,4.90419300,2.44067200,3.710,-0.179,411.522600,116.339905,394.346209,17.524650,B2III SB,Ori
22780,6    Ori,,6    Ori,4.91302700,11.42600600,5.180,0.121,69.979000,19.256825,65.833603,13.863015,A3V,Ori
22781,,,,4.91327300,7.77909700,5.330,1.214,147.710500,41.078123,140.467923,19.993218,K1III,Ori
22787,,,,4.91408600,0.46716700,5.980,-0.116,222.222200,62.326337,213.295379,1.811891,B5V,Ori
22792,7Pi 1Ori,,7Pi 1Ori,4.91492400,10.15083300,4.640,0.085,35.663300,9.838820,33.698243,6.285324,A0V,Ori
22801,5    Cam,,5    Cam,4.91753700,55.25910900,5.520,0.015,190.114100,30.292923,104.018302,156.223908,B9.5V,Cam
22808,,,,4.91856200,-16.74067000,5.710,0.953,145.137900,38.826318,133.453532,-41.805594,G8/K0III,Eri
22818,Eta Men,,Eta Men,4.91976500,-74.93685200,5.470,1.518,204.918000,14.860602,51.139446,-197.877239,K6III,Men
22828,,,,4.92184700,-16.41776700,5.710,0.874,85.324200,22.796159,78.606747,-24.116020,G6/G8III,Eri
22860,,,,4.93059800,15.04027800,5.790,-0.085,111.482700,29.750257,103.471781,28.929556,B9V,Ori
22883,,,,4.93529900,52.86976100,5.750,0.105,129.701700,21.541360,75.269778,103.406529,A2Vs,Cam
22904,9Omi2Ori,,9Omi2Ori,4.93952100,13.51446600,4.060,1.158,57.012500,15.193314,53.311153,13.323302,K2III,Ori
22905,62    Eri,,62    Eri,4.94005200,-5.17135600,5.500,-0.123,227.272700,62.007130,217.688887,-20.485176,B6V,Eri
22961,Hassaleh,Hassaleh,3Iot Aur,4.94989400,33.16609000,2.690,1.490,151.285900,34.378539,121.884168,82.763748,K3IIvar,Aur
22987,7    Cam,,7    Cam,4.95478000,53.75210100,4.430,-0.017,114.025100,18.219549,64.912267,91.957342,A1V,Cam
22989,,,,4.95620600,17.15367700,5.510,1.304,146.198800,37.700570,134.512258,43.119300,K1III,Tau
23014,99    Tau,,99    Tau,4.96351300,23.94856200,5.790,1.109,139.664800,34.212143,122.970670,56.692238,G8III:,Tau
23034,98    Tau,,98    Tau,4.96927500,25.05040500,5.790,0.018,87.184000,21.055375,76.125117,36.915148,A0V,Tau
23069,10Pi 6Ori,,10Pi 6Ori,4.97580600,1.71401600,4.470,1.369,289.855100,76.757549,279.372806,8.669789,K2IIvar,Ori
23094,Xi  Men,,Xi  Men,4.98082900,-82.47051200,5.840,0.932,113.122200,3.908340,14.298596,-112.146766,G8III,Men
23112,,,,4.98371300,-16.37602700,5.650,0.447,40.469400,10.209233,37.461674,-11.410020,F5V,Lep
23125,4Ome Aur,,4Ome Aur,4.98761200,37.89024500,4.930,0.037,52.273900,10.806482,39.813476,32.104087,A1V,Aur
23167,63    Eri,,63    Eri,4.99734800,-10.26332500,5.390,0.797,53.966500,13.779651,51.283900,-9.615321,G4V,Eri
23177,64    Eri,,64    Eri,4.99881600,-12.53741600,4.780,0.267,88.968000,22.503515,83.880239,-19.312900,F0V,Eri
23207,5    Aur,,5    Aur,5.00509500,39.39470100,5.950,0.415,59.737200,11.888769,44.607367,37.912789,F5V,Aur
23211,,,,5.00575500,81.19408800,5.090,1.304,117.785600,4.640652,17.424132,116.397142,K3III,Cep
23307,,,,5.02377200,-20.05191800,4.910,-0.047,60.679600,14.410135,55.150015,-20.805379,B9V,Lep
23309,65Psi Eri,,65Psi Eri,5.02398500,-7.17396500,4.800,-0.164,226.757400,56.864041,217.677719,-28.318040,B3V,Eri
23353,,,,5.03065400,0.72211200,5.910,1.267,145.137900,36.435351,140.478411,1.829160,K0,Ori
23361,Almaaz,Almaaz,7Eps Aur,5.03281500,43.82330800,3.030,0.537,653.594800,118.129799,456.518488,452.573030,F0Ia,Aur
23375,,,,5.03606000,-26.27502900,5.010,1.056,71.479600,16.003657,62.064390,-31.642728,K1III,Lep
23391,,,,5.03966800,-31.77133300,5.920,1.170,95.511000,20.200329,78.646706,-50.289591,K2III,Cae
23398,Saclateni,Saclateni,8Zet Aur,5.04130100,41.07583700,3.690,1.154,240.963900,45.114162,175.957014,158.327189,K4II comp,Aur
23412,Bet Men,,Bet Men,5.04527900,-71.31430000,5.300,0.996,243.309000,19.281162,75.528226,-230.484154,G8III,Men
23419,1    Lep,,1    Lep,5.04582800,-22.79505200,5.740,1.188,143.472000,32.697842,128.161268,-55.586329,K1IV,Lep
23420,,,,5.04594300,-4.21012100,5.860,1.212,91.911800,22.657774,88.819681,-6.747671,K3,Eri
23428,Eta1Pic,,Eta1Pic,5.04686100,-49.15140700,5.370,0.421,26.075600,4.211792,16.526961,-19.724788,F2V,Pic
23442,102Iot Tau,,102Iot Tau,5.05159600,21.58996200,4.620,0.155,52.966100,12.103194,47.740064,19.489629,A7V,Tau
23467,10Bet Cam,,10Bet Cam,5.05697000,60.44224500,4.030,0.921,267.379700,32.233956,127.899195,232.582593,G0Ib,Cam
23499,,,,5.06479700,-24.38815100,5.610,0.094,58.173400,12.842801,51.402504,-24.020758,A2IV,Lep
23540,Gam1Cae,,Gam1Cae,5.07344000,-35.48297800,4.550,1.177,55.586400,10.872233,43.938165,-32.265726,K2III,Cae
23552,11    Ori,,11    Ori,5.07615300,15.40410500,4.650,-0.064,111.982100,25.857529,104.817125,29.745307,A0p Si,Ori
23594,Eta2Pic,,Eta2Pic,5.08277600,-49.57783700,5.050,1.484,136.054400,20.980986,85.688617,-103.576767,M2IIIvar,Pic
23613,,,,5.08783200,-26.15239100,5.710,1.166,76.219500,16.183353,66.474931,-33.594505,K2III,Lep
23630,2Eps Lep,,2Eps Lep,5.09101800,-22.37103200,3.190,1.460,65.402200,14.257014,58.775516,-24.892270,K4III,Lep
23638,Zet Dor,,Zet Dor,5.09185300,-57.47270400,4.710,0.526,11.645500,1.474776,6.085643,-9.818715,F7V,Dor
23679,11    Cam,,11    Cam,5.10234900,58.97237200,5.220,-0.080,210.084000,25.214608,105.311541,180.024855,B2.5Ve,Cam
23709,,,,5.10824500,61.16975600,6.000,1.380,143.884900,16.051457,67.501216,126.050378,K5II,Cam
23712,Haedus,Haedus,10Eta Aur,5.10858000,41.23447400,3.180,-0.148,74.626900,12.978524,54.599524,49.189770,B3V,Aur
23728,9    Aur,,9    Aur,5.11128900,51.59772000,4.980,0.343,26.288100,3.765141,15.889624,20.601167,F0V,Aur
23739,66    Eri,,66    Eri,5.11268100,-4.65516300,5.120,-0.059,94.697000,21.728898,91.849673,-7.685495,B9.5V,Eri
23776,,,,5.12360000,-12.49126900,5.970,0.606,36.697200,8.148690,34.890033,-7.937366,G2V,Lep
23780,104    Tau,,104    Tau,5.12416400,18.64505200,4.910,0.657,15.434500,3.324007,14.241868,4.934537,G4V,Tau
23785,,,,5.12611600,-63.39967900,5.190,1.646,173.310200,17.599474,75.580117,-154.965766,M3III,Dor
23816,106    Tau,,106    Tau,5.13011100,20.41837900,5.280,0.118,58.105800,12.294473,53.048971,20.271519,A5V,Tau
23820,Cursa,Cursa,67Bet Eri,5.13082900,-5.08644600,2.780,0.161,27.397300,6.156194,26.585876,-2.429001,A3IIIvar,Eri
23824,14    Ori,,14    Ori,5.13135900,8.49842900,5.330,0.338,64.641200,14.413645,62.285487,9.552833,Am,Ori
23828,105    Tau,,105    Tau,5.13206600,21.70482100,5.840,0.168,331.125800,69.305594,299.741579,122.458633,B2Ve,Tau
23845,103    Tau,,103    Tau,5.13517300,24.26517500,5.500,0.030,458.715600,93.875937,407.516779,188.513967,B2V...,Tau
23861,,,,5.13894200,-8.66532400,5.800,-0.059,208.768300,46.131324,201.163803,-31.453601,B8V,Eri
23886,68    Eri,,68    Eri,5.14547200,-4.45620700,5.110,0.455,25.458200,5.630937,24.748830,-1.978036,F2V,Eri
23917,69Lam Eri,,69Lam Eri,5.15244000,-8.75408100,4.250,-0.187,248.756200,54.107143,239.830695,-37.859151,B2IVn,Eri
23928,16    Ori,,16    Ori,5.15545600,9.82957900,5.430,0.249,54.704600,11.820894,52.589701,9.339127,A2m,Ori
23955,15    Ori,,15    Ori,5.16165400,15.59723200,4.810,0.313,165.016500,34.604537,155.127325,44.368602,F2IV,Ori
23964,,,,5.16252400,28.03046100,5.930,0.311,52.603900,10.099228,45.322089,24.720897,A5m,Tau
24052,,,,5.17858500,46.96207000,5.670,0.452,48.685500,7.090396,32.461869,35.584548,F5V,Aur
24105,,,,5.18866000,-2.49078200,5.890,0.462,37.622300,7.923897,36.742303,-1.635027,F5V,Ori
24112,,,,5.18968600,-11.84908900,5.600,1.350,149.031300,30.710298,142.586411,-30.601371,M6.2III,Lep
24140,,,,5.19487900,16.04567300,5.180,1.525,105.263200,21.165468,98.923343,29.095105,K5III,Ori
24146,,,,5.19593100,1.03702800,5.880,0.662,195.312500,40.804531,190.969634,3.534872,F5,Ori
24187,3Iot Lep,,3Iot Lep,5.20497300,-11.86921900,4.450,-0.099,71.073200,14.372474,68.052698,-14.618273,B8V,Lep
24197,,,,5.20623700,73.94667400,5.440,-0.108,115.874900,6.610942,31.353747,111.356405,B9p Si,Cam
24237,,,,5.21336900,-6.05719000,5.900,0.960,143.884900,29.258350,140.058387,-15.182915,G7III,Ori
24249,5Mu  Lep,,5Mu  Lep,5.21552800,-16.20546800,3.290,-0.110,57.012500,11.164848,53.596933,-15.911275,B9IV: HgMn,Lep
24270,4Kap Lep,,4Kap Lep,5.22052200,-12.94129100,4.360,-0.094,223.214300,44.086239,213.030877,-49.989446,B7V,Lep
24274,17Rho Ori,,17Rho Ori,5.22152300,2.86126500,4.460,1.166,107.296100,21.689404,104.944819,5.355998,K3III...,Ori
24283,11Mu  Aur,,11Mu  Aur,5.22381100,38.48449800,4.820,0.189,46.904300,7.409615,35.960293,29.188797,A4m,Aur
24314,The Dor,,The Dor,5.22928800,-67.18525500,4.810,1.274,150.602400,11.702924,57.211867,-138.819870,K2III,Dor
24368,,,,5.24134600,-35.97699600,5.750,1.009,152.439000,24.340747,120.936603,-89.551943,G8III,Col
24378,Rigel,Rigel,19Bet Ori,5.24229800,-8.20164000,0.180,-0.030,264.550300,51.601106,256.709905,-37.740051,B8Ia,Ori
24392,,,,5.24556900,5.15615100,5.500,1.369,149.031300,29.125756,145.542474,13.393494,K4III,Ori
24446,,,,5.25677000,-26.94350900,5.060,-0.067,85.251500,14.694339,74.563878,-38.628576,B9V,Lep
24448,14    Aur,,14    Aur,5.25677700,32.68760000,5.010,0.222,87.565700,14.249454,72.306953,47.290525,A9IV,Aur
24496,18    Ori,,18    Ori,5.26781500,11.34135400,5.520,-0.012,135.869600,25.379572,130.776477,26.719267,A0V,Ori
24516,,,,5.27170800,34.31231700,5.990,0.199,574.712600,89.961900,466.097472,323.967872,O9.5Vvar,Aur
24549,Capella,Capella,13Alp Aur,5.27815000,45.99799100,0.080,0.795,13.123400,1.712633,8.954439,9.440007,M1: comp,Aur
24599,Omi Col,,Omi Col,5.29141100,-34.89520700,4.810,0.987,32.446500,4.908599,26.156164,-18.562012,K0/K1III/IV,Col
24614,20Tau Ori,,20Tau Ori,5.29344200,-6.84440900,3.590,-0.115,151.515200,27.668638,147.869248,-18.056628,B5III,Ori
24619,,,,5.29451200,-13.51982600,5.480,0.932,49.019600,8.753015,46.851243,-11.460048,G8IV,Lep
24667,16    Aur,,16    Aur,5.30293500,33.37161300,4.540,1.252,71.225100,10.794657,58.493626,39.178443,K3III...,Aur
24672,,,,5.30368000,73.26807100,5.810,-0.023,111.234700,5.805571,31.493214,106.525353,A0V,Cam
24678,,,,5.30435900,42.79211100,5.550,1.492,172.711600,22.954183,124.643584,117.329714,M4III,Aur
24726,,,,5.31401700,-18.13005000,5.960,0.572,25.025000,4.248232,23.400421,-7.787264,G0V,Lep
24739,,,,5.31667400,33.74839400,5.380,-0.167,126.742700,18.752344,103.703063,70.411661,A0p...,Aur
24753,15Lam Aur,,15Lam Aur,5.31899500,40.09905100,4.690,0.630,12.631000,1.713487,9.509166,8.136149,G0V,Aur
24757,21    Ori,,21    Ori,5.31978300,2.59580600,5.340,0.412,61.957900,10.964017,60.915597,2.806070,F5IIvar,Ori
24762,109    Tau,,109    Tau,5.32127800,22.09649400,4.960,0.937,75.815000,12.416474,69.140625,28.519208,G8III,Tau
24769,Zet Pic,,Zet Pic,5.32281300,-50.60596700,5.440,0.517,35.714300,3.997420,22.311062,-27.600311,F7III-IV,Pic
24771,,,,5.32324600,-27.36888400,5.980,-0.022,134.048300,20.981270,117.180228,-61.624432,A0V,Col
24785,6Lam Lep,,6Lam Lep,5.32625700,-13.17678800,4.290,-0.235,261.096600,44.609015,250.278024,-59.518691,B0.5IV,Lep
24813,7Nu  Lep,,7Nu  Lep,5.33306200,-12.31558500,5.290,-0.104,102.249500,17.353854,98.377746,-21.809455,B7/B8V,Lep
24819,19    Aur,,19    Aur,5.33358900,33.95805400,5.050,0.287,636.942700,91.705223,520.289934,355.787132,A5IIvar,Aur
24842,,,,5.33740900,41.08621200,5.460,0.122,84.961800,11.052743,63.076640,55.836505,A3V,Aur
24853,,,,5.33961500,62.65371100,5.640,1.728,628.930800,49.700830,284.603141,558.645472,K4Iab:,Cam
24866,,,,5.34081100,-21.23976300,4.700,-0.048,127.551000,20.415286,117.121070,-46.208191,A0V,Lep
24940,,,,5.35352400,29.56988400,5.660,0.060,88.574000,12.976202,75.936762,43.709836,A1Vs,Aur
24967,,,,5.35884500,-0.41649100,5.680,-0.125,307.692300,51.403813,303.359911,-2.236639,B3V,Ori
24980,,,,5.36210000,8.42855600,5.780,-0.114,436.681200,71.804087,425.955332,64.007045,B1V...,Ori
24983,22    Ori,,22    Ori,5.36270800,-0.38246500,4.720,-0.168,284.900300,47.312310,280.938174,-1.901776,B2IV-V,Ori
24984,,,,5.36284900,-24.77298100,5.060,0.662,107.874900,16.262603,96.588269,-45.202187,A2/A3,Lep
24987,20Rho Aur,,20Rho Aur,5.36344800,41.80457200,5.220,-0.129,162.337700,20.073001,119.333859,108.213084,B5V,Aur
25047,,,,5.37603600,79.23114900,5.080,0.506,20.885500,0.634691,3.850421,20.517591,F6V,Cam
25079,23    Ori,,23    Ori,5.38055600,3.54445200,4.990,-0.096,476.190500,76.738804,469.043727,29.439495,B1V,Ori
25080,,,,5.38064400,41.02926000,5.540,0.127,89.686100,10.922365,66.769379,58.873883,A3V,Aur
25124,,,,5.38847500,-8.41559500,5.990,-0.037,122.699400,19.349390,119.826166,-17.957358,B8+...,Ori
25131,,,,5.39000600,-39.67842300,5.730,1.626,199.203200,24.379861,151.364352,-127.187215,M2III,Col
25134,16    Cam,,16    Cam,5.39106500,57.54439500,5.240,-0.011,103.092800,8.782403,54.622867,86.990570,A0Vn,Cam
25139,8    Lep,,8    Lep,5.39171000,-13.92735200,5.250,-0.219,505.050500,77.735249,484.000245,-121.561360,B2IV,Lep
25160,,,,5.39508600,-0.15981800,5.690,-0.208,268.817200,42.393683,265.452456,-0.749824,B1.5V,Ori
25184,29    Ori,,29    Ori,5.39911900,-7.80806500,4.130,0.943,48.239300,7.487188,47.201778,-6.553529,G8III,Ori
25215,111    Tau,,111    Tau,5.40707100,17.38353400,5.000,0.544,14.386400,2.122676,13.564563,4.298277,F8V SB,Tau
25217,,,,5.40791400,-16.97578100,5.640,-0.001,68.259400,10.079271,64.502656,-19.929579,A0V,Lep
25218,28Eta Ori,,28Eta Ori,5.40794900,-2.39714600,3.350,-0.240,299.401200,46.180743,295.553220,-12.522729,B1V + B2,Ori
25219,27    Ori,,27    Ori,5.40803000,-0.89132800,5.070,0.961,57.208200,8.829488,56.515898,-0.889933,K0III,Ori
25228,,,,5.41070000,31.14314800,5.940,0.034,211.416500,27.805568,178.797575,109.339989,B9III,Aur
25229,21Sig Aur,,21Sig Aur,5.41087300,37.38534600,5.020,1.445,143.266500,17.487625,112.483853,86.987395,K4III,Aur
25239,25Psi1Ori,,25Psi1Ori,5.41245200,1.84644500,4.890,-0.200,318.471300,48.768920,314.547885,10.261456,B1V:pe,Ori
25266,,,,5.41715100,-10.32888700,5.600,1.543,133.868800,20.018130,130.169679,-24.002532,K5III,Ori
25273,Bellatrix,Bellatrix,24Gam Ori,5.41885100,6.34970200,1.640,-0.224,77.399400,11.658576,76.036136,8.560120,B2III,Ori
25334,,,,5.43328500,-19.69539900,5.780,0.441,45.024800,6.266291,41.925086,-15.174260,F5V,Lep
25364,Elnath,Elnath,112Bet Tau,5.43819800,28.60745000,1.650,-0.130,41.050900,5.281578,35.650400,19.655456,B7III,Tau
25365,Lam Dor,,Lam Dor,5.43868700,-58.91252000,5.140,0.986,140.449400,10.618712,71.738934,-120.278126,G6III,Dor
25407,,,,5.44689000,34.39181000,5.920,0.138,645.161300,76.822086,526.811645,364.418789,A1p,Aur
25409,30Psi2Ori,,30Psi2Ori,5.44728600,3.09567400,4.590,-0.199,348.432100,50.169162,344.287666,18.816533,B2IV,Ori
25424,,,,5.45147800,-40.94351000,5.860,0.239,91.911800,9.935588,68.711760,-60.231357,A7m,Col
25428,,,,5.45229800,30.20860300,5.690,0.175,440.528600,54.401624,376.797655,221.651915,B9Ib,Aur
25435,115    Tau,,115    Tau,5.45280400,17.96221600,5.400,-0.090,168.350200,22.863283,158.504526,51.917527,B5V,Tau
25475,114    Tau,,114    Tau,5.46057900,21.93696500,4.880,-0.140,191.570900,25.011528,175.931393,71.568309,B2.5IV,Tau
25477,24Phi Aur,,24Phi Aur,5.46080200,34.47589200,5.080,1.400,138.888900,16.108736,113.356438,78.619528,K4IIIp,Aur
25491,116    Tau,,116    Tau,5.46266900,15.87405200,5.520,0.015,130.039000,17.537414,123.844579,35.568780,B9.5Vn,Tau
25519,117    Tau,,117    Tau,5.46711400,17.23913000,5.770,1.634,187.969900,24.964281,177.781176,55.706770,M1III,Tau
25542,Nihal,Nihal,9Bet Lep,5.47075600,-20.75944100,2.810,0.807,49.164200,6.349344,45.531613,-17.425966,G5II,Lep
25544,,,,5.47092600,-37.23076700,5.560,0.026,87.796300,9.651580,69.234726,-53.119381,A0V,Col
25631,118    Tau,,118    Tau,5.48791600,25.15021500,5.470,-0.042,130.378100,15.774499,116.958969,55.409826,B9Vn,Tau
